names,categories,confidence,websites,socials,phones,addresses,omf_name,omf_category,omf_confidence,omf_websites,omf_socials,omf_phones,omf_addresses,clean_omf_name,clean_omf_addresses
"{""primary"":""Glass Chek and Hardware""}","{""primary"":""auto_glass_service"",""alternate"":[""windows_installation"",""automotive""]}",0.9918379237288135,"[""http://glasschek.ca/""]","[""https://www.facebook.com/579740352178922""]","[""+19026796664""]","[{""freeform"":""12 Roscoe Dr"",""locality"":""Kentville"",""postcode"":""B4N 3V7"",""region"":""NS"",""country"":""CA""}]",Glass Chek and Hardware,auto_glass_service,0.9918379237288135,http://glasschek.ca/,https://www.facebook.com/579740352178922,+19026796664,"12 Roscoe Dr,Kentville,NS,B4N 3V7",glass chek and hardware,12 roscoe drkentvillensb4n 3v7
"{""primary"":""U.S. Bank Branch""}","{""primary"":""mortgage_lender"",""alternate"":[""bank_credit_union""]}",0.77,"[""https://www.usbank.com/locations/california/davis/304-f-st-bank-atm?utm_source=bing&utm_medium=organic&utm_campaign=bing_listing""]",,"[""5307567283""]","[{""freeform"":""304 F St"",""locality"":""Davis"",""region"":""CA"",""country"":""US"",""postcode"":""95616""}]",U.S. Bank Branch,mortgage_lender,0.77,https://www.usbank.com/locations/california/davis/304-f-st-bank-atm?utm_source=bing&utm_medium=organic&utm_campaign=bing_listing,,5307567283,"304 F St,Davis,CA,95616",us bank branch,304 f stdavisca95616
"{""primary"":""Profile Publishing Location Name - Suite""}","{""primary"":""automotive""}",0.77,"[""""]",,"[""4089844462""]","[{""freeform"":""1766 Palo Verde Ave"",""locality"":""East Palo Alto"",""postcode"":""96303"",""region"":""CA"",""country"":""US""}]",Profile Publishing Location Name - Suite,automotive,0.77,,,4089844462,"1766 Palo Verde Ave,East Palo Alto,CA,96303",profile publishing location name  suite,1766 palo verde aveeast palo altoca96303
"{""primary"":""Town & Country Jeep Chrysler Dodge Ram""}","{""primary"":""car_dealer"",""alternate"":[""automotive_dealer"",""automotive_repair""]}",0.997898979043525,"[""https://www.tcjeep.com/""]","[""https://www.facebook.com/117394658341629""]","[""+15167965500""]","[{""freeform"":""3156 Hempstead Tpke"",""locality"":""Levittown"",""postcode"":""11756-1308"",""region"":""NY"",""country"":""US""}]",Town & Country Jeep Chrysler Dodge Ram,car_dealer,0.997898979043525,https://www.tcjeep.com/,https://www.facebook.com/117394658341629,+15167965500,"3156 Hempstead Tpke,Levittown,NY,11756-1308",town  country jeep chrysler dodge ram,3156 hempstead tpkelevittownny117561308
"{""primary"":""Cornwall Storage Box""}","{""primary"":""self_storage_facility"",""alternate"":[""storage_facility""]}",0.9895134099616858,"[""https://cornwallstoragebox.com/""]","[""https://www.facebook.com/114641133561718""]","[""+16136627288""]","[{""freeform"":""127 Augustus St"",""locality"":""Cornwall"",""postcode"":""K6J 3V9"",""region"":""ON"",""country"":""CA""}]",Cornwall Storage Box,self_storage_facility,0.9895134099616858,https://cornwallstoragebox.com/,https://www.facebook.com/114641133561718,+16136627288,"127 Augustus St,Cornwall,ON,K6J 3V9",cornwall storage box,127 augustus stcornwallonk6j 3v9
"{""primary"":""O'Reilly Auto Parts""}","{""primary"":""automotive_parts_and_accessories"",""alternate"":[""automotive"",""automotive_dealer""]}",0.9962614185921548,"[""https://locations.oreillyauto.com/ga/norcross/autoparts-1814.html""]","[""https://www.facebook.com/329227330452571""]","[""+17702460442""]","[{""freeform"":""6015 Jimmy Carter Blvd"",""locality"":""Norcross"",""postcode"":""30071-2943"",""region"":""GA"",""country"":""US""}]",O'Reilly Auto Parts,automotive_parts_and_accessories,0.9962614185921548,https://locations.oreillyauto.com/ga/norcross/autoparts-1814.html,https://www.facebook.com/329227330452571,+17702460442,"6015 Jimmy Carter Blvd,Norcross,GA,30071-2943",oreilly auto parts,6015 jimmy carter blvdnorcrossga300712943
"{""primary"":""Pearle Opticiens Houten""}","{""primary"":""sunglasses_store"",""alternate"":[""optical_wholesaler"",""wholesaler"",""employment_agencies"",""business_equipment_and_supply"",""business_to_business"",""retail""]}",0.77,"[""https://www.pearle.nl/opticien/houten/het-rond-154""]",,"[""0306353853""]","[{""freeform"":""Het Rond 154"",""locality"":""Houten"",""region"":"""",""country"":""NL"",""postcode"":""3995 DP""}]",Pearle Opticiens Houten,sunglasses_store,0.77,https://www.pearle.nl/opticien/houten/het-rond-154,,0306353853,"Het Rond 154,Houten,,3995 DP",pearle opticiens houten,het rond 154houten3995 dp
"{""primary"":""Alberta Gymnastics Federation""}","{""primary"":""community_services_non_profits"",""alternate"":[""gymnastics_center"",""active_life""]}",0.9918379237288135,"[""http://www.abgym.ab.ca/""]","[""https://www.facebook.com/356728072868""]","[""+14032595500""]","[{""freeform"":""550 71 Ave SE"",""locality"":""Calgary"",""postcode"":""T2H 0S6"",""region"":""AB"",""country"":""CA""}]",Alberta Gymnastics Federation,community_services_non_profits,0.9918379237288135,http://www.abgym.ab.ca/,https://www.facebook.com/356728072868,+14032595500,"550 71 Ave SE,Calgary,AB,T2H 0S6",alberta gymnastics federation,550 71 ave secalgaryabt2h 0s6
"{""primary"":""Stewart's Shops""}","{""primary"":""convenience_store"",""alternate"":[""gas_station"",""ice_cream_shop""]}",0.9962614185921548,"[""https://locations.stewartsshops.com/ll/US/NY/Sharon-Springs/526-US~20""]","[""https://www.facebook.com/1685030095129188""]","[""+15182843345""]","[{""freeform"":""526 Highway Route 20"",""locality"":""Sharon Springs"",""postcode"":""13459-2023"",""region"":""NY"",""country"":""US""}]",Stewart's Shops,convenience_store,0.9962614185921548,https://locations.stewartsshops.com/ll/US/NY/Sharon-Springs/526-US~20,https://www.facebook.com/1685030095129188,+15182843345,"526 Highway Route 20,Sharon Springs,NY,13459-2023",stewarts shops,526 highway route 20sharon springsny134592023
"{""primary"":""Extended Stay America""}","{""primary"":""resort"",""alternate"":[""hotel"",""motel""]}",0.77,"[""https://www.extendedstayamerica.com/hotels/ca/los-angeles/arcadia""]",,"[""6264466422""]","[{""freeform"":""401 E Santa Clara St"",""locality"":""Arcadia"",""region"":""CA"",""country"":""US"",""postcode"":""91006""}]",Extended Stay America,resort,0.77,https://www.extendedstayamerica.com/hotels/ca/los-angeles/arcadia,,6264466422,"401 E Santa Clara St,Arcadia,CA,91006",extended stay america,401 e santa clara starcadiaca91006
"{""primary"":""Rhinebeck Bank""}","{""primary"":""bank_credit_union"",""alternate"":[""banks"",""financial_service""]}",0.9962614185921548,"[""https://www.rhinebeckbank.com/?utm_source=fb&utm_medium=Yext""]","[""https://www.facebook.com/101339925757639""]","[""+18454548555""]","[{""freeform"":""252 Main St"",""locality"":""Goshen"",""postcode"":""10924-2156"",""region"":""NY"",""country"":""US""}]",Rhinebeck Bank,bank_credit_union,0.9962614185921548,https://www.rhinebeckbank.com/?utm_source=fb&utm_medium=Yext,https://www.facebook.com/101339925757639,+18454548555,"252 Main St,Goshen,NY,10924-2156",rhinebeck bank,252 main stgoshenny109242156
"{""primary"":""Carl Sidney Luikart, MD""}","{""primary"":""cardiologist"",""alternate"":[""doctor"",""health_and_medical""]}",0.77,"[""https://doctors.ololrmc.com/provider/Carl+Sidney+Luikart/1297368""]",,"[""2257673900""]","[{""freeform"":""7777 Hennessy Blvd Ste 1000"",""locality"":""Baton Rouge"",""postcode"":""70808"",""region"":""LA"",""country"":""US""}]","Carl Sidney Luikart, MD",cardiologist,0.77,https://doctors.ololrmc.com/provider/Carl+Sidney+Luikart/1297368,,2257673900,"7777 Hennessy Blvd Ste 1000,Baton Rouge,LA,70808",carl sidney luikart md,7777 hennessy blvd ste 1000baton rougela70808
"{""primary"":""Kneaders Bakery & Cafe""}","{""primary"":""bakery"",""alternate"":[""cafe"",""american_restaurant""]}",0.9962614185921548,"[""https://order.thanx.com/kneaders?location=7234""]","[""https://www.facebook.com/250691882379591""]","[""+14357671963""]","[{""freeform"":""529 S Mall Dr"",""locality"":""St George"",""postcode"":""84790-1258"",""region"":""UT"",""country"":""US""}]",Kneaders Bakery & Cafe,bakery,0.9962614185921548,https://order.thanx.com/kneaders?location=7234,https://www.facebook.com/250691882379591,+14357671963,"529 S Mall Dr,St George,UT,84790-1258",kneaders bakery  cafe,529 s mall drst georgeut847901258
"{""primary"":""KLiA, Kuala Lumpur, Malaysia.""}","{""primary"":""travel"",""alternate"":[""airport"",""airport_terminal""]}",0.48103896103896104,,"[""https://www.facebook.com/315682641781988""]",,"[{""locality"":""Sepang"",""country"":""MY""}]","KLiA, Kuala Lumpur, Malaysia.",travel,0.48103896103896104,,https://www.facebook.com/315682641781988,,",Sepang,,",klia kuala lumpur malaysia,sepang
"{""primary"":""Trader Joe's""}","{""primary"":""retail""}",0.77,"[""https://locations.traderjoes.com/ca/campbell/73/""]",,"[""4083697823""]","[{""freeform"":""1875 S Bascom Ave"",""locality"":""Campbell"",""region"":""CA"",""country"":""US"",""postcode"":""95008""}]",Trader Joe's,retail,0.77,https://locations.traderjoes.com/ca/campbell/73/,,4083697823,"1875 S Bascom Ave,Campbell,CA,95008",trader joes,1875 s bascom avecampbellca95008
"{""primary"":""Profile Publishing Location 1""}","{""primary"":""automotive""}",0.77,"[""""]",,"[""4089844462""]","[{""freeform"":""1766 Palo Verde Ave"",""locality"":""East Palo Alto"",""postcode"":""96303"",""region"":""CA"",""country"":""US""}]",Profile Publishing Location 1,automotive,0.77,,,4089844462,"1766 Palo Verde Ave,East Palo Alto,CA,96303",profile publishing location 1,1766 palo verde aveeast palo altoca96303
"{""primary"":""Albany Auto Color and Power Equipment""}","{""primary"":""automotive_parts_and_accessories"",""alternate"":[""automotive_repair"",""outdoor_gear""]}",0.9962614185921548,"[""http://albanyautocolor.stihldealer.net/""]","[""https://www.facebook.com/153059848062713""]","[""+16063874121""]","[{""freeform"":""1014 N Cross St"",""locality"":""Albany"",""postcode"":""42602-1620"",""region"":""KY"",""country"":""US""}]",Albany Auto Color and Power Equipment,automotive_parts_and_accessories,0.9962614185921548,http://albanyautocolor.stihldealer.net/,https://www.facebook.com/153059848062713,+16063874121,"1014 N Cross St,Albany,KY,42602-1620",albany auto color and power equipment,1014 n cross stalbanyky426021620
"{""primary"":""Village Medical""}","{""primary"":""medical_center"",""alternate"":[""health_and_medical""]}",0.77,"[""https://www.villagemedical.com/locations/texas/cypress-mill""]",,"[""7134612915""]","[{""freeform"":""14317 Cypress Rosehill Rd"",""locality"":""Cypress"",""postcode"":""77429"",""region"":""TX"",""country"":""US""}]",Village Medical,medical_center,0.77,https://www.villagemedical.com/locations/texas/cypress-mill,,7134612915,"14317 Cypress Rosehill Rd,Cypress,TX,77429",village medical,14317 cypress rosehill rdcypresstx77429
"{""primary"":""Toronto MatchMaker | MatchMaking Services | Mutual Match""}","{""primary"":""matchmaker""}",0.77,"[""https://www.mutualmatch.ca/""]",,"[""4168886365""]","[{""freeform"":""401 Queens Quay Suite 605"",""locality"":""Toronto"",""postcode"":""M5V 2Y2"",""region"":""ON"",""country"":""CA""}]",Toronto MatchMaker | MatchMaking Services | Mutual Match,matchmaker,0.77,https://www.mutualmatch.ca/,,4168886365,"401 Queens Quay Suite 605,Toronto,ON,M5V 2Y2",toronto matchmaker  matchmaking services  mutual match,401 queens quay suite 605torontoonm5v 2y2
"{""primary"":""Titan Factory Direct""}","{""primary"":""mobile_home_dealer"",""alternate"":[""mobile_home_park""]}",0.77,"[""https://www.titanfactorydirect.com/locations/tx/midland""]",,"[""4326531797""]","[{""freeform"":""4120 W Wall St"",""locality"":""Midland"",""region"":""TX"",""country"":""US"",""postcode"":""79703""}]",Titan Factory Direct,mobile_home_dealer,0.77,https://www.titanfactorydirect.com/locations/tx/midland,,4326531797,"4120 W Wall St,Midland,TX,79703",titan factory direct,4120 w wall stmidlandtx79703
"{""primary"":""Crowne Plaza Saddle Brook""}","{""primary"":""hotel"",""alternate"":[""accommodation"",""travel_services""]}",0.9962614185921548,"[""https://www.ihg.com/crowneplaza/hotels/us/en/saddle-brook/sadnj/hoteldetail?cm_mmc=FacebookMaps-_-CP-_-US-_-SADNJ""]","[""https://www.facebook.com/1673696869563919""]","[""+12018808250""]","[{""freeform"":""50 Kenny Pl"",""locality"":""Saddle Brook"",""postcode"":""07663-5916"",""region"":""NJ"",""country"":""US""}]",Crowne Plaza Saddle Brook,hotel,0.9962614185921548,https://www.ihg.com/crowneplaza/hotels/us/en/saddle-brook/sadnj/hoteldetail?cm_mmc=FacebookMaps-_-CP-_-US-_-SADNJ,https://www.facebook.com/1673696869563919,+12018808250,"50 Kenny Pl,Saddle Brook,NJ,07663-5916",crowne plaza saddle brook,50 kenny plsaddle brooknj076635916
"{""primary"":""Papa John's Pizza""}","{""primary"":""pizza_restaurant"",""alternate"":[""restaurant"",""fast_food_restaurant""]}",0.9962614185921548,"[""https://locations.papajohns.com/united-states/md/20747/forestville/7801-b-parson-dr?utm_source=facebook-store-pages&utm_medium=referral&y_source=1_MTA2OTExNzMtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[""https://www.facebook.com/346106922085193""]","[""+13017782145""]","[{""freeform"":""7801 Parston Dr"",""locality"":""District Heights"",""postcode"":""20747-4401"",""region"":""MD"",""country"":""US""}]",Papa John's Pizza,pizza_restaurant,0.9962614185921548,https://locations.papajohns.com/united-states/md/20747/forestville/7801-b-parson-dr?utm_source=facebook-store-pages&utm_medium=referral&y_source=1_MTA2OTExNzMtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.facebook.com/346106922085193,+13017782145,"7801 Parston Dr,District Heights,MD,20747-4401",papa johns pizza,7801 parston drdistrict heightsmd207474401
"{""primary"":""Roto-Rooter Plumbing & Water Cleanup""}","{""primary"":""plumbing""}",0.77,"[""https://www.rotorooter.com/alamedaca/""]",,"[""5108639930""]","[{""freeform"":""1070 Marina Village Pkwy Ste 202"",""locality"":""Alameda"",""region"":""CA"",""country"":""US"",""postcode"":""94501""}]",Roto-Rooter Plumbing & Water Cleanup,plumbing,0.77,https://www.rotorooter.com/alamedaca/,,5108639930,"1070 Marina Village Pkwy Ste 202,Alameda,CA,94501",rotorooter plumbing  water cleanup,1070 marina village pkwy ste 202alamedaca94501
"{""primary"":""RAQSA Radiadores""}","{""primary"":""automotive_repair"",""alternate"":[""car_dealer"",""automotive_dealer""]}",0.9877528662420382,"[""http://radiadoresraqsa.mx""]","[""https://www.facebook.com/149669331570195""]","[""+524422571429""]","[{""freeform"":""Calle Ingeniería 5"",""locality"":""Santiago de Querétaro"",""postcode"":""76130"",""country"":""MX""}]",RAQSA Radiadores,automotive_repair,0.9877528662420382,http://radiadoresraqsa.mx,https://www.facebook.com/149669331570195,+524422571429,"Calle Ingeniería 5,Santiago de Querétaro,,76130",raqsa radiadores,calle ingeniera 5santiago de quertaro76130
"{""primary"":""Ferfoot Care Home""}","{""primary"":""assisted_living_facility"",""alternate"":[""skilled_nursing"",""foot_care"",""beauty_and_spa"",""health_and_medical""]}",0.77,"[""https://www.ariacare.co.uk/find-a-home/ferfoot-in-chippenham/?utm_source=bing&utm_medium=organic&utm_campaign=places&utm_content=ferfoot""]",,"[""01249470572""]","[{""freeform"":""Old Hardenhuish Lane"",""locality"":""Chippenham"",""region"":""Wil"",""country"":""GB"",""postcode"":""SN14 6HH""}]",Ferfoot Care Home,assisted_living_facility,0.77,https://www.ariacare.co.uk/find-a-home/ferfoot-in-chippenham/?utm_source=bing&utm_medium=organic&utm_campaign=places&utm_content=ferfoot,,01249470572,"Old Hardenhuish Lane,Chippenham,Wil,SN14 6HH",ferfoot care home,old hardenhuish lanechippenhamwilsn14 6hh
"{""primary"":""Walmart""}","{""primary"":""retail""}",0.77,"[""https://www.walmart.com/store/1878-rexburg-id/bakery/""]",,"[""2084976403""]","[{""freeform"":""1450 N 2nd E"",""locality"":""Rexburg"",""region"":""ID"",""country"":""US"",""postcode"":""83440""}]",Walmart,retail,0.77,https://www.walmart.com/store/1878-rexburg-id/bakery/,,2084976403,"1450 N 2nd E,Rexburg,ID,83440",walmart,1450 n 2nd erexburgid83440
"{""primary"":""Car-Mart of Corinth""}","{""primary"":""motorsport_vehicle_dealer"",""alternate"":[""used_car_dealer"",""department_of_motor_vehicles"",""automotive""]}",0.77,"[""https://www.car-mart.com/""]",,"[""6628720848""]","[{""freeform"":""2402 US Highway 72 E"",""locality"":""Corinth"",""region"":""MS"",""country"":""US"",""postcode"":""38834""}]",Car-Mart of Corinth,motorsport_vehicle_dealer,0.77,https://www.car-mart.com/,,6628720848,"2402 US Highway 72 E,Corinth,MS,38834",carmart of corinth,2402 us highway 72 ecorinthms38834
"{""primary"":""Manpower of Portland""}","{""primary"":""employment_agencies""}",0.77,"[""http://www.mprichmond.com/""]",,"[""2607262888""]","[{""freeform"":""609 N Meridian St"",""locality"":""Portland"",""region"":""IN"",""country"":""US"",""postcode"":""47371""}]",Manpower of Portland,employment_agencies,0.77,http://www.mprichmond.com/,,2607262888,"609 N Meridian St,Portland,IN,47371",manpower of portland,609 n meridian stportlandin47371
